,State,Year,Categories,Gender,Total
3031,Maharashtra,2003,Relation Troubles,Female,2862
3032,Maharashtra,2003,Relation Troubles,Male,3645
3033,Maharashtra,2003,Sickness,Female,1475
3034,Maharashtra,2003,Sickness,Male,3204
3035,Maharashtra,2004,Causes Not known,Female,61
3036,Maharashtra,2004,Causes Not known,Male,347
3037,Maharashtra,2004,Drug Abuse/Addiction,Female,8
3038,Maharashtra,2004,Drug Abuse/Addiction,Male,964
3039,Maharashtra,2004,Financial issues,Female,174
3040,Maharashtra,2004,Financial issues,Male,1507
3041,Maharashtra,2004,Others Causes,Female,58
3042,Maharashtra,2004,Others Causes,Male,128
3043,Maharashtra,2004,Physical Abuse (Rape/Incest Etc.),Female,24
3044,Maharashtra,2004,Physical Abuse (Rape/Incest Etc.),Male,6
3045,Maharashtra,2004,Pressures of Society,Female,175
3046,Maharashtra,2004,Pressures of Society,Male,287
3047,Maharashtra,2004,Relation Troubles,Female,2676
3048,Maharashtra,2004,Relation Troubles,Male,3366
3049,Maharashtra,2004,Sickness,Female,1650
3050,Maharashtra,2004,Sickness,Male,3298
3051,Maharashtra,2005,Causes Not known,Female,150
3052,Maharashtra,2005,Causes Not known,Male,347
3053,Maharashtra,2005,Drug Abuse/Addiction,Female,5
3054,Maharashtra,2005,Drug Abuse/Addiction,Male,1016
3055,Maharashtra,2005,Financial issues,Female,184
3056,Maharashtra,2005,Financial issues,Male,1382
3057,Maharashtra,2005,Others Causes,Female,128
3058,Maharashtra,2005,Others Causes,Male,320
3059,Maharashtra,2005,Physical Abuse (Rape/Incest Etc.),Female,22
3060,Maharashtra,2005,Physical Abuse (Rape/Incest Etc.),Male,11
3061,Maharashtra,2005,Pressures of Society,Female,174
3062,Maharashtra,2005,Pressures of Society,Male,247
3063,Maharashtra,2005,Relation Troubles,Female,2635
3064,Maharashtra,2005,Relation Troubles,Male,3256
3065,Maharashtra,2005,Sickness,Female,1525
3066,Maharashtra,2005,Sickness,Male,3024
3067,Maharashtra,2006,Causes Not known,Female,91
3068,Maharashtra,2006,Causes Not known,Male,255
3069,Maharashtra,2006,Drug Abuse/Addiction,Female,4
3070,Maharashtra,2006,Drug Abuse/Addiction,Male,970
3071,Maharashtra,2006,Financial issues,Female,204
3072,Maharashtra,2006,Financial issues,Male,1955
3073,Maharashtra,2006,Others Causes,Female,117
3074,Maharashtra,2006,Others Causes,Male,421
3075,Maharashtra,2006,Physical Abuse (Rape/Incest Etc.),Female,11
3076,Maharashtra,2006,Physical Abuse (Rape/Incest Etc.),Male,6
3077,Maharashtra,2006,Pressures of Society,Female,173
3078,Maharashtra,2006,Pressures of Society,Male,239
3079,Maharashtra,2006,Relation Troubles,Female,2883
3080,Maharashtra,2006,Relation Troubles,Male,3491
3081,Maharashtra,2006,Sickness,Female,1501
3082,Maharashtra,2006,Sickness,Male,3173
3083,Maharashtra,2007,Causes Not known,Female,129
3084,Maharashtra,2007,Causes Not known,Male,250
3085,Maharashtra,2007,Drug Abuse/Addiction,Female,12
3086,Maharashtra,2007,Drug Abuse/Addiction,Male,1062
3087,Maharashtra,2007,Financial issues,Female,151
3088,Maharashtra,2007,Financial issues,Male,1962
3089,Maharashtra,2007,Others Causes,Female,103
3090,Maharashtra,2007,Others Causes,Male,382
3091,Maharashtra,2007,Physical Abuse (Rape/Incest Etc.),Female,14
3092,Maharashtra,2007,Physical Abuse (Rape/Incest Etc.),Male,5
3093,Maharashtra,2007,Pressures of Society,Female,162
3094,Maharashtra,2007,Pressures of Society,Male,253
3095,Maharashtra,2007,Relation Troubles,Female,2806
3096,Maharashtra,2007,Relation Troubles,Male,3462
3097,Maharashtra,2007,Sickness,Female,1387
3098,Maharashtra,2007,Sickness,Male,3044
3099,Maharashtra,2008,Causes Not known,Female,126
3100,Maharashtra,2008,Causes Not known,Male,326
3101,Maharashtra,2008,Drug Abuse/Addiction,Female,10
3102,Maharashtra,2008,Drug Abuse/Addiction,Male,1022
3103,Maharashtra,2008,Financial issues,Female,98
3104,Maharashtra,2008,Financial issues,Male,1758
3105,Maharashtra,2008,Others Causes,Female,149
3106,Maharashtra,2008,Others Causes,Male,317
3107,Maharashtra,2008,Physical Abuse (Rape/Incest Etc.),Female,17
3108,Maharashtra,2008,Physical Abuse (Rape/Incest Etc.),Male,11
3109,Maharashtra,2008,Pressures of Society,Female,122
3110,Maharashtra,2008,Pressures of Society,Male,211
3111,Maharashtra,2008,Relation Troubles,Female,2672
3112,Maharashtra,2008,Relation Troubles,Male,3542
3113,Maharashtra,2008,Sickness,Female,1291
3114,Maharashtra,2008,Sickness,Male,2702
3115,Maharashtra,2009,Causes Not known,Female,78
3116,Maharashtra,2009,Causes Not known,Male,267
3117,Maharashtra,2009,Drug Abuse/Addiction,Female,8
3118,Maharashtra,2009,Drug Abuse/Addiction,Male,1191
3119,Maharashtra,2009,Financial issues,Female,140
3120,Maharashtra,2009,Financial issues,Male,1587
3121,Maharashtra,2009,Others Causes,Female,142
3122,Maharashtra,2009,Others Causes,Male,332
3123,Maharashtra,2009,Physical Abuse (Rape/Incest Etc.),Female,26
3124,Maharashtra,2009,Physical Abuse (Rape/Incest Etc.),Male,2
3125,Maharashtra,2009,Pressures of Society,Female,133
3126,Maharashtra,2009,Pressures of Society,Male,149
3127,Maharashtra,2009,Relation Troubles,Female,2650
3128,Maharashtra,2009,Relation Troubles,Male,3510
3129,Maharashtra,2009,Sickness,Female,1338
3130,Maharashtra,2009,Sickness,Male,2747
3131,Maharashtra,2010,Causes Not known,Female,128
3132,Maharashtra,2010,Causes Not known,Male,423
3133,Maharashtra,2010,Drug Abuse/Addiction,Female,14
3134,Maharashtra,2010,Drug Abuse/Addiction,Male,1386
3135,Maharashtra,2010,Financial issues,Female,118
3136,Maharashtra,2010,Financial issues,Male,1347
3137,Maharashtra,2010,Others Causes,Female,145
3138,Maharashtra,2010,Others Causes,Male,420
3139,Maharashtra,2010,Physical Abuse (Rape/Incest Etc.),Female,20
3140,Maharashtra,2010,Pressures of Society,Female,295
3141,Maharashtra,2010,Pressures of Society,Male,292
3142,Maharashtra,2010,Relation Troubles,Female,2928
3143,Maharashtra,2010,Relation Troubles,Male,4115
3144,Maharashtra,2010,Sickness,Female,1410
3145,Maharashtra,2010,Sickness,Male,2875
3146,Maharashtra,2011,Causes Not known,Female,137
3147,Maharashtra,2011,Causes Not known,Male,460
3148,Maharashtra,2011,Drug Abuse/Addiction,Female,14
3149,Maharashtra,2011,Drug Abuse/Addiction,Male,1403
3150,Maharashtra,2011,Financial issues,Female,93
3151,Maharashtra,2011,Financial issues,Male,1288
3152,Maharashtra,2011,Others Causes,Female,171
3153,Maharashtra,2011,Others Causes,Male,483
3154,Maharashtra,2011,Physical Abuse (Rape/Incest Etc.),Female,18
3155,Maharashtra,2011,Pressures of Society,Female,186
3156,Maharashtra,2011,Pressures of Society,Male,225
3157,Maharashtra,2011,Relation Troubles,Female,3092
3158,Maharashtra,2011,Relation Troubles,Male,4289
3159,Maharashtra,2011,Sickness,Female,1349
3160,Maharashtra,2011,Sickness,Male,2739
3161,Maharashtra,2012,Causes Not known,Female,123
3162,Maharashtra,2012,Causes Not known,Male,484
3163,Maharashtra,2012,Drug Abuse/Addiction,Female,12
3164,Maharashtra,2012,Drug Abuse/Addiction,Male,1677
3165,Maharashtra,2012,Financial issues,Female,81
3166,Maharashtra,2012,Financial issues,Male,1183
3167,Maharashtra,2012,Others Causes,Female,120
3168,Maharashtra,2012,Others Causes,Male,491
3169,Maharashtra,2012,Physical Abuse (Rape/Incest Etc.),Female,13
3170,Maharashtra,2012,Pressures of Society,Female,197
3171,Maharashtra,2012,Pressures of Society,Male,209
3172,Maharashtra,2012,Relation Troubles,Female,3009
3173,Maharashtra,2012,Relation Troubles,Male,4514
3174,Maharashtra,2012,Sickness,Female,1253
3175,Maharashtra,2012,Sickness,Male,2746
3176,Manipur,2001,Causes Not known,Female,16
3177,Manipur,2001,Causes Not known,Male,22
3178,Manipur,2001,Drug Abuse/Addiction,Male,2
3179,Manipur,2001,Relation Troubles,Female,1
3180,Manipur,2002,Causes Not known,Female,9
3181,Manipur,2002,Causes Not known,Male,30
3182,Manipur,2003,Causes Not known,Female,5
3183,Manipur,2003,Causes Not known,Male,21
3184,Manipur,2004,Causes Not known,Female,8
3185,Manipur,2004,Causes Not known,Male,26
3186,Manipur,2004,Drug Abuse/Addiction,Male,4
3187,Manipur,2004,Others Causes,Male,1
3188,Manipur,2004,Relation Troubles,Female,1
3189,Manipur,2004,Relation Troubles,Male,1
3190,Manipur,2005,Causes Not known,Female,1
3191,Manipur,2005,Causes Not known,Male,19
3192,Manipur,2005,Financial issues,Male,3
3193,Manipur,2005,Others Causes,Female,1
3194,Manipur,2005,Relation Troubles,Female,2
3195,Manipur,2005,Relation Troubles,Male,1
3196,Manipur,2006,Causes Not known,Female,4
3197,Manipur,2006,Causes Not known,Male,16
3198,Manipur,2006,Others Causes,Female,7
3199,Manipur,2006,Others Causes,Male,8
3200,Manipur,2006,Relation Troubles,Female,1
3201,Manipur,2007,Causes Not known,Female,11
3202,Manipur,2007,Causes Not known,Male,25
3203,Manipur,2007,Drug Abuse/Addiction,Male,2
3204,Manipur,2007,Relation Troubles,Male,1
3205,Manipur,2008,Causes Not known,Female,11
3206,Manipur,2008,Causes Not known,Male,22
3207,Manipur,2008,Drug Abuse/Addiction,Male,1
3208,Manipur,2009,Causes Not known,Female,6
3209,Manipur,2009,Causes Not known,Male,14
3210,Manipur,2009,Others Causes,Female,2
3211,Manipur,2009,Others Causes,Male,4
3212,Manipur,2009,Relation Troubles,Female,1
3213,Manipur,2010,Causes Not known,Male,2
3214,Manipur,2010,Others Causes,Female,5
3215,Manipur,2010,Others Causes,Male,20
3216,Manipur,2010,Relation Troubles,Female,8
3217,Manipur,2010,Relation Troubles,Male,2
3218,Manipur,2011,Causes Not known,Male,1
3219,Manipur,2011,Others Causes,Female,6
3220,Manipur,2011,Others Causes,Male,17
3221,Manipur,2011,Relation Troubles,Female,9
3222,Manipur,2012,Financial issues,Female,1
3223,Manipur,2012,Financial issues,Male,1
3224,Manipur,2012,Others Causes,Female,7
3225,Manipur,2012,Others Causes,Male,15
3226,Manipur,2012,Relation Troubles,Female,10
3227,Manipur,2012,Relation Troubles,Male,7
3228,Meghalaya,2001,Causes Not known,Female,3
3229,Meghalaya,2001,Causes Not known,Male,35
3230,Meghalaya,2001,Financial issues,Female,1
3231,Meghalaya,2001,Financial issues,Male,2
3232,Meghalaya,2001,Others Causes,Female,8
3233,Meghalaya,2001,Others Causes,Male,15
3234,Meghalaya,2001,Relation Troubles,Female,2
3235,Meghalaya,2001,Relation Troubles,Male,3
3236,Meghalaya,2001,Sickness,Female,4
3237,Meghalaya,2001,Sickness,Male,14
3238,Meghalaya,2002,Causes Not known,Female,11
3239,Meghalaya,2002,Causes Not known,Male,24
3240,Meghalaya,2002,Drug Abuse/Addiction,Male,2
3241,Meghalaya,2002,Financial issues,Female,2
3242,Meghalaya,2002,Financial issues,Male,1
3243,Meghalaya,2002,Pressures of Society,Female,1
3244,Meghalaya,2002,Pressures of Society,Male,1
3245,Meghalaya,2002,Relation Troubles,Female,2
3246,Meghalaya,2002,Relation Troubles,Male,12
3247,Meghalaya,2002,Sickness,Female,2
3248,Meghalaya,2002,Sickness,Male,9
3249,Meghalaya,2003,Causes Not known,Female,4
3250,Meghalaya,2003,Causes Not known,Male,21
3251,Meghalaya,2003,Financial issues,Male,3
3252,Meghalaya,2003,Others Causes,Female,1
3253,Meghalaya,2003,Others Causes,Male,4
3254,Meghalaya,2003,Relation Troubles,Female,3
3255,Meghalaya,2003,Relation Troubles,Male,2
3256,Meghalaya,2003,Sickness,Female,1
3257,Meghalaya,2003,Sickness,Male,2
3258,Meghalaya,2004,Causes Not known,Female,6
3259,Meghalaya,2004,Causes Not known,Male,18
3260,Meghalaya,2004,Financial issues,Male,5
3261,Meghalaya,2004,Pressures of Society,Female,1
3262,Meghalaya,2004,Pressures of Society,Male,1
3263,Meghalaya,2004,Relation Troubles,Female,9
3264,Meghalaya,2004,Relation Troubles,Male,9
3265,Meghalaya,2004,Sickness,Male,6
3266,Meghalaya,2005,Causes Not known,Female,11
3267,Meghalaya,2005,Causes Not known,Male,31
3268,Meghalaya,2005,Others Causes,Female,3
3269,Meghalaya,2005,Others Causes,Male,7
3270,Meghalaya,2005,Pressures of Society,Male,2
3271,Meghalaya,2005,Relation Troubles,Female,7
3272,Meghalaya,2005,Relation Troubles,Male,10
3273,Meghalaya,2006,Causes Not known,Female,13
3274,Meghalaya,2006,Causes Not known,Male,33
3275,Meghalaya,2006,Drug Abuse/Addiction,Male,1
3276,Meghalaya,2006,Others Causes,Male,4
3277,Meghalaya,2006,Pressures of Society,Male,1
3278,Meghalaya,2006,Relation Troubles,Female,10
3279,Meghalaya,2006,Relation Troubles,Male,24
3280,Meghalaya,2006,Sickness,Male,6
3281,Meghalaya,2007,Causes Not known,Female,6
3282,Meghalaya,2007,Causes Not known,Male,22
3283,Meghalaya,2007,Financial issues,Female,3
3284,Meghalaya,2007,Financial issues,Male,4
3285,Meghalaya,2007,Others Causes,Female,3
3286,Meghalaya,2007,Others Causes,Male,5
3287,Meghalaya,2007,Pressures of Society,Male,2
3288,Meghalaya,2007,Relation Troubles,Female,14
3289,Meghalaya,2007,Relation Troubles,Male,22
3290,Meghalaya,2007,Sickness,Female,1
3291,Meghalaya,2007,Sickness,Male,5
3292,Meghalaya,2008,Causes Not known,Female,17
3293,Meghalaya,2008,Causes Not known,Male,38
3294,Meghalaya,2008,Financial issues,Female,2
3295,Meghalaya,2008,Financial issues,Male,5
3296,Meghalaya,2008,Others Causes,Female,1
3297,Meghalaya,2008,Others Causes,Male,3
3298,Meghalaya,2008,Relation Troubles,Female,6
3299,Meghalaya,2008,Relation Troubles,Male,8
3300,Meghalaya,2008,Sickness,Female,2
3301,Meghalaya,2008,Sickness,Male,3
3302,Meghalaya,2009,Causes Not known,Female,29
3303,Meghalaya,2009,Causes Not known,Male,32
3304,Meghalaya,2009,Drug Abuse/Addiction,Male,2
3305,Meghalaya,2009,Financial issues,Female,3
3306,Meghalaya,2009,Financial issues,Male,2
3307,Meghalaya,2009,Others Causes,Female,2
3308,Meghalaya,2009,Others Causes,Male,2
3309,Meghalaya,2009,Pressures of Society,Male,2
3310,Meghalaya,2009,Relation Troubles,Female,6
3311,Meghalaya,2009,Relation Troubles,Male,13
3312,Meghalaya,2009,Sickness,Female,5
3313,Meghalaya,2009,Sickness,Male,14
3314,Meghalaya,2010,Causes Not known,Female,12
3315,Meghalaya,2010,Causes Not known,Male,31
3316,Meghalaya,2010,Others Causes,Female,1
3317,Meghalaya,2010,Others Causes,Male,21
3318,Meghalaya,2010,Relation Troubles,Female,10
3319,Meghalaya,2010,Relation Troubles,Male,17
3320,Meghalaya,2010,Sickness,Female,5
3321,Meghalaya,2010,Sickness,Male,11
3322,Meghalaya,2011,Causes Not known,Female,22
3323,Meghalaya,2011,Causes Not known,Male,59
3324,Meghalaya,2011,Drug Abuse/Addiction,Male,3
3325,Meghalaya,2011,Others Causes,Male,21
3326,Meghalaya,2011,Pressures of Society,Female,2
3327,Meghalaya,2011,Pressures of Society,Male,1
3328,Meghalaya,2011,Relation Troubles,Female,9
3329,Meghalaya,2011,Relation Troubles,Male,20
3330,Meghalaya,2011,Sickness,Female,9
3331,Meghalaya,2011,Sickness,Male,7
3332,Meghalaya,2012,Causes Not known,Female,27
3333,Meghalaya,2012,Causes Not known,Male,70
3334,Meghalaya,2012,Drug Abuse/Addiction,Male,2
3335,Meghalaya,2012,Others Causes,Female,2
3336,Meghalaya,2012,Others Causes,Male,3
3337,Meghalaya,2012,Relation Troubles,Female,9
3338,Meghalaya,2012,Relation Troubles,Male,12
3339,Meghalaya,2012,Sickness,Male,3
3340,Mizoram,2001,Causes Not known,Female,3
3341,Mizoram,2001,Causes Not known,Male,20
3342,Mizoram,2001,Drug Abuse/Addiction,Male,6
3343,Mizoram,2001,Financial issues,Female,1
3344,Mizoram,2001,Financial issues,Male,1
3345,Mizoram,2001,Others Causes,Female,4
3346,Mizoram,2001,Others Causes,Male,12
3347,Mizoram,2001,Relation Troubles,Male,7
3348,Mizoram,2002,Causes Not known,Female,10
3349,Mizoram,2002,Causes Not known,Male,52
3350,Mizoram,2002,Drug Abuse/Addiction,Male,4
3351,Mizoram,2003,Causes Not known,Female,10
3352,Mizoram,2003,Causes Not known,Male,34
3353,Mizoram,2003,Drug Abuse/Addiction,Female,1
3354,Mizoram,2003,Financial issues,Male,4
3355,Mizoram,2003,Others Causes,Male,2
3356,Mizoram,2003,Relation Troubles,Male,1
3357,Mizoram,2004,Causes Not known,Female,5
3358,Mizoram,2004,Causes Not known,Male,45
3359,Mizoram,2004,Drug Abuse/Addiction,Female,2
3360,Mizoram,2004,Drug Abuse/Addiction,Male,8
3361,Mizoram,2005,Causes Not known,Female,2
3362,Mizoram,2005,Causes Not known,Male,12
3363,Mizoram,2005,Drug Abuse/Addiction,Male,3
3364,Mizoram,2005,Others Causes,Female,6
3365,Mizoram,2005,Others Causes,Male,31
3366,Mizoram,2005,Relation Troubles,Male,1
3367,Mizoram,2006,Causes Not known,Female,2
3368,Mizoram,2006,Causes Not known,Male,12
3369,Mizoram,2006,Drug Abuse/Addiction,Male,6
3370,Mizoram,2006,Financial issues,Male,4
3371,Mizoram,2006,Others Causes,Female,4
3372,Mizoram,2006,Others Causes,Male,28
3373,Mizoram,2006,Relation Troubles,Female,4
3374,Mizoram,2006,Relation Troubles,Male,9
3375,Mizoram,2006,Sickness,Male,1
3376,Mizoram,2007,Causes Not known,Female,4
3377,Mizoram,2007,Causes Not known,Male,16
3378,Mizoram,2007,Pressures of Society,Female,2
3379,Mizoram,2007,Pressures of Society,Male,5
3380,Mizoram,2007,Relation Troubles,Male,1
3381,Mizoram,2008,Causes Not known,Female,5
3382,Mizoram,2008,Causes Not known,Male,23
3383,Mizoram,2008,Drug Abuse/Addiction,Female,1
3384,Mizoram,2008,Drug Abuse/Addiction,Male,6
3385,Mizoram,2008,Others Causes,Male,5
3386,Mizoram,2008,Relation Troubles,Male,1
3387,Mizoram,2009,Causes Not known,Female,2
3388,Mizoram,2009,Causes Not known,Male,14
3389,Mizoram,2009,Drug Abuse/Addiction,Male,3
3390,Mizoram,2009,Others Causes,Female,5
3391,Mizoram,2009,Others Causes,Male,45
3392,Mizoram,2010,Causes Not known,Female,3
3393,Mizoram,2010,Causes Not known,Male,53
3394,Mizoram,2010,Drug Abuse/Addiction,Male,6
3395,Mizoram,2010,Others Causes,Female,3
3396,Mizoram,2010,Others Causes,Male,4
3397,Mizoram,2010,Relation Troubles,Female,3
3398,Mizoram,2010,Relation Troubles,Male,4
3399,Mizoram,2011,Causes Not known,Female,9
3400,Mizoram,2011,Causes Not known,Male,40
3401,Mizoram,2011,Drug Abuse/Addiction,Male,5
3402,Mizoram,2011,Financial issues,Male,1
3403,Mizoram,2011,Others Causes,Female,1
3404,Mizoram,2011,Others Causes,Male,5
3405,Mizoram,2011,Relation Troubles,Female,3
3406,Mizoram,2011,Relation Troubles,Male,15
3407,Mizoram,2011,Sickness,Male,11
3408,Mizoram,2012,Causes Not known,Female,2
3409,Mizoram,2012,Causes Not known,Male,35
3410,Mizoram,2012,Drug Abuse/Addiction,Female,4
3411,Mizoram,2012,Drug Abuse/Addiction,Male,57
3412,Mizoram,2012,Financial issues,Female,1
3413,Mizoram,2012,Financial issues,Male,24
3414,Mizoram,2012,Others Causes,Female,6
3415,Mizoram,2012,Others Causes,Male,36
3416,Mizoram,2012,Relation Troubles,Female,3
3417,Mizoram,2012,Relation Troubles,Male,5
3418,Nagaland,2001,Causes Not known,Female,6
3419,Nagaland,2001,Causes Not known,Male,11
3420,Nagaland,2001,Drug Abuse/Addiction,Male,2
3421,Nagaland,2001,Others Causes,Female,1
3422,Nagaland,2001,Others Causes,Male,6
3423,Nagaland,2001,Physical Abuse (Rape/Incest Etc.),Female,2
3424,Nagaland,2001,Relation Troubles,Female,6
3425,Nagaland,2001,Relation Troubles,Male,5
3426,Nagaland,2001,Sickness,Male,1
3427,Nagaland,2002,Causes Not known,Female,3
3428,Nagaland,2002,Causes Not known,Male,8
3429,Nagaland,2002,Financial issues,Female,4
3430,Nagaland,2002,Financial issues,Male,9
3431,Nagaland,2002,Others Causes,Female,1
3432,Nagaland,2002,Others Causes,Male,2
3433,Nagaland,2003,Causes Not known,Female,1
3434,Nagaland,2003,Causes Not known,Male,12
3435,Nagaland,2003,Drug Abuse/Addiction,Male,5
3436,Nagaland,2003,Others Causes,Female,1
3437,Nagaland,2003,Relation Troubles,Female,3
3438,Nagaland,2004,Causes Not known,Female,6
3439,Nagaland,2004,Causes Not known,Male,25
3440,Nagaland,2005,Drug Abuse/Addiction,Male,8
3441,Nagaland,2005,Others Causes,Female,3
3442,Nagaland,2005,Others Causes,Male,9
3443,Nagaland,2005,Relation Troubles,Female,2
3444,Nagaland,2005,Relation Troubles,Male,1
3445,Nagaland,2005,Sickness,Female,1
3446,Nagaland,2005,Sickness,Male,3
3447,Nagaland,2006,Causes Not known,Female,5
3448,Nagaland,2006,Causes Not known,Male,9
3449,Nagaland,2006,Drug Abuse/Addiction,Female,1
3450,Nagaland,2006,Drug Abuse/Addiction,Male,2
3451,Nagaland,2006,Financial issues,Male,2
3452,Nagaland,2006,Others Causes,Female,1
3453,Nagaland,2006,Others Causes,Male,1
3454,Nagaland,2006,Relation Troubles,Female,1
3455,Nagaland,2006,Relation Troubles,Male,5
3456,Nagaland,2006,Sickness,Female,1
3457,Nagaland,2007,Causes Not known,Female,1
3458,Nagaland,2007,Causes Not known,Male,8
3459,Nagaland,2007,Drug Abuse/Addiction,Female,1
3460,Nagaland,2007,Drug Abuse/Addiction,Male,1
