,State,Year,Type_code,Type,Gender,Age_group,Total,Categories
109500,Karnataka,2003,Causes,Other Causes (Please Specity),Female,60+,47,Others Causes
109501,Karnataka,2003,Causes,Bankruptcy or Sudden change in Economic,Female,60+,1,Financial issues
109502,Karnataka,2003,Causes,Causes Not known,Female,60+,73,Causes Not known
109505,Karnataka,2003,Causes,Other Prolonged Illness,Female,60+,103,Sickness
109506,Karnataka,2003,Causes,Property Dispute,Female,60+,2,Financial issues
109509,Karnataka,2003,Causes,Poverty,Female,60+,19,Financial issues
109510,Karnataka,2003,Causes,Cancer,Male,60+,8,Sickness
109512,Karnataka,2003,Causes,Family Problems,Male,60+,82,Relation Troubles
109514,Karnataka,2003,Causes,Fall in Social Reputation,Male,60+,1,Pressures of Society
109515,Karnataka,2003,Causes,Property Dispute,Male,60+,13,Financial issues
109517,Karnataka,2003,Causes,Other Prolonged Illness,Male,60+,243,Sickness
109518,Karnataka,2003,Causes,Professional/Career Problem,Male,60+,4,Financial issues
109521,Karnataka,2003,Causes,Bankruptcy or Sudden change in Economic,Male,60+,19,Financial issues
109523,Karnataka,2003,Causes,Insanity/Mental Illness,Male,60+,73,Sickness
109524,Karnataka,2003,Causes,Drug Abuse/Addiction,Male,60+,4,Drug Abuse/Addiction
109525,Karnataka,2003,Causes,Paralysis,Male,60+,11,Sickness
109529,Karnataka,2003,Causes,Causes Not known,Male,60+,211,Causes Not known
109530,Karnataka,2003,Causes,Poverty,Male,60+,48,Financial issues
109532,Karnataka,2003,Causes,Death of Dear Person,Male,60+,8,Relation Troubles
109533,Karnataka,2003,Causes,Other Causes (Please Specity),Male,60+,185,Others Causes
109842,Karnataka,2004,Causes,Insanity/Mental Illness,Female,0-14,5,Sickness
109843,Karnataka,2004,Causes,Causes Not known,Female,0-14,36,Causes Not known
109848,Karnataka,2004,Causes,Illegitimate Pregnancy,Female,0-14,1,Relation Troubles
109853,Karnataka,2004,Causes,Poverty,Female,0-14,4,Financial issues
109854,Karnataka,2004,Causes,Other Causes (Please Specity),Female,0-14,52,Others Causes
109859,Karnataka,2004,Causes,Family Problems,Female,0-14,18,Relation Troubles
109863,Karnataka,2004,Causes,Failure in Examination,Female,0-14,6,Pressures of Society
109864,Karnataka,2004,Causes,Death of Dear Person,Female,0-14,3,Relation Troubles
109865,Karnataka,2004,Causes,Love Affairs,Female,0-14,4,Relation Troubles
109866,Karnataka,2004,Causes,Other Prolonged Illness,Female,0-14,17,Sickness
109869,Karnataka,2004,Causes,Poverty,Male,0-14,1,Financial issues
109871,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,0-14,2,Relation Troubles
109874,Karnataka,2004,Causes,Failure in Examination,Male,0-14,15,Pressures of Society
109877,Karnataka,2004,Causes,Other Causes (Please Specity),Male,0-14,68,Others Causes
109878,Karnataka,2004,Causes,Other Prolonged Illness,Male,0-14,24,Sickness
109881,Karnataka,2004,Causes,Causes Not known,Male,0-14,20,Causes Not known
109885,Karnataka,2004,Causes,Insanity/Mental Illness,Male,0-14,4,Sickness
109886,Karnataka,2004,Causes,Paralysis,Male,0-14,2,Sickness
109890,Karnataka,2004,Causes,Family Problems,Male,0-14,16,Relation Troubles
109891,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Male,0-14,7,Financial issues
109894,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,10,Financial issues
109895,Karnataka,2004,Causes,Love Affairs,Female,15-29,41,Relation Troubles
109896,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,19,Relation Troubles
109897,Karnataka,2004,Causes,Failure in Examination,Female,15-29,47,Pressures of Society
109899,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Female,15-29,29,Relation Troubles
109901,Karnataka,2004,Causes,Suspected/Illicit Relation,Female,15-29,1,Relation Troubles
109902,Karnataka,2004,Causes,Poverty,Female,15-29,35,Financial issues
109903,Karnataka,2004,Causes,Causes Not known,Female,15-29,317,Causes Not known
109904,Karnataka,2004,Causes,Paralysis,Female,15-29,7,Sickness
109905,Karnataka,2004,Causes,Insanity/Mental Illness,Female,15-29,89,Sickness
109906,Karnataka,2004,Causes,Illegitimate Pregnancy,Female,15-29,4,Relation Troubles
109907,Karnataka,2004,Causes,Fall in Social Reputation,Female,15-29,4,Pressures of Society
109908,Karnataka,2004,Causes,Unemployment,Female,15-29,5,Financial issues
109910,Karnataka,2004,Causes,Death of Dear Person,Female,15-29,10,Relation Troubles
109911,Karnataka,2004,Causes,Illness (Aids/STD),Female,15-29,3,Sickness
109912,Karnataka,2004,Causes,Professional/Career Problem,Female,15-29,2,Financial issues
109913,Karnataka,2004,Causes,Family Problems,Female,15-29,317,Relation Troubles
109914,Karnataka,2004,Causes,Dowry Dispute,Female,15-29,33,Relation Troubles
109915,Karnataka,2004,Causes,Other Prolonged Illness,Female,15-29,373,Sickness
109917,Karnataka,2004,Causes,Drug Abuse/Addiction,Female,15-29,3,Drug Abuse/Addiction
109918,Karnataka,2004,Causes,Other Causes (Please Specity),Female,15-29,337,Others Causes
109919,Karnataka,2004,Causes,Property Dispute,Female,15-29,2,Financial issues
109920,Karnataka,2004,Causes,Drug Abuse/Addiction,Male,15-29,17,Drug Abuse/Addiction
109921,Karnataka,2004,Causes,Failure in Examination,Male,15-29,45,Pressures of Society
109922,Karnataka,2004,Causes,Physical Abuse (Rape/Incest Etc.),Male,15-29,1,Physical Abuse (Rape/Incest Etc.)
109923,Karnataka,2004,Causes,Paralysis,Male,15-29,10,Sickness
109924,Karnataka,2004,Causes,Causes Not known,Male,15-29,655,Causes Not known
109925,Karnataka,2004,Causes,Other Prolonged Illness,Male,15-29,471,Sickness
109928,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Male,15-29,39,Financial issues
109929,Karnataka,2004,Causes,Illness (Aids/STD),Male,15-29,8,Sickness
109930,Karnataka,2004,Causes,Other Causes (Please Specity),Male,15-29,435,Others Causes
109931,Karnataka,2004,Causes,Death of Dear Person,Male,15-29,19,Relation Troubles
109932,Karnataka,2004,Causes,Fall in Social Reputation,Male,15-29,27,Pressures of Society
109933,Karnataka,2004,Causes,Family Problems,Male,15-29,257,Relation Troubles
109934,Karnataka,2004,Causes,Poverty,Male,15-29,75,Financial issues
109935,Karnataka,2004,Causes,Unemployment,Male,15-29,62,Financial issues
109936,Karnataka,2004,Causes,Insanity/Mental Illness,Male,15-29,129,Sickness
109937,Karnataka,2004,Causes,Professional/Career Problem,Male,15-29,8,Financial issues
109940,Karnataka,2004,Causes,Love Affairs,Male,15-29,34,Relation Troubles
109941,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Male,15-29,11,Relation Troubles
109942,Karnataka,2004,Causes,Suspected/Illicit Relation,Male,15-29,5,Relation Troubles
109943,Karnataka,2004,Causes,Property Dispute,Male,15-29,13,Financial issues
109944,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,15-29,8,Relation Troubles
109946,Karnataka,2004,Causes,Unemployment,Female,30-44,4,Financial issues
109947,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Female,30-44,21,Relation Troubles
109948,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Female,30-44,11,Financial issues
109949,Karnataka,2004,Causes,Poverty,Female,30-44,51,Financial issues
109950,Karnataka,2004,Causes,Suspected/Illicit Relation,Female,30-44,6,Relation Troubles
109951,Karnataka,2004,Causes,Cancer,Female,30-44,4,Sickness
109952,Karnataka,2004,Causes,Other Causes (Please Specity),Female,30-44,242,Others Causes
109953,Karnataka,2004,Causes,Property Dispute,Female,30-44,1,Financial issues
109954,Karnataka,2004,Causes,Professional/Career Problem,Female,30-44,1,Financial issues
109955,Karnataka,2004,Causes,Drug Abuse/Addiction,Female,30-44,2,Drug Abuse/Addiction
109956,Karnataka,2004,Causes,Divorce,Female,30-44,1,Relation Troubles
109958,Karnataka,2004,Causes,Insanity/Mental Illness,Female,30-44,85,Sickness
109959,Karnataka,2004,Causes,Fall in Social Reputation,Female,30-44,1,Pressures of Society
109960,Karnataka,2004,Causes,Illegitimate Pregnancy,Female,30-44,3,Relation Troubles
109961,Karnataka,2004,Causes,Family Problems,Female,30-44,214,Relation Troubles
109962,Karnataka,2004,Causes,Causes Not known,Female,30-44,289,Causes Not known
109963,Karnataka,2004,Causes,Dowry Dispute,Female,30-44,10,Relation Troubles
109964,Karnataka,2004,Causes,Death of Dear Person,Female,30-44,5,Relation Troubles
109966,Karnataka,2004,Causes,Love Affairs,Female,30-44,3,Relation Troubles
109968,Karnataka,2004,Causes,Paralysis,Female,30-44,4,Sickness
109969,Karnataka,2004,Causes,Illness (Aids/STD),Female,30-44,1,Sickness
109970,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Female,30-44,6,Relation Troubles
109971,Karnataka,2004,Causes,Other Prolonged Illness,Female,30-44,266,Sickness
109972,Karnataka,2004,Causes,Love Affairs,Male,30-44,15,Relation Troubles
109973,Karnataka,2004,Causes,Causes Not known,Male,30-44,767,Causes Not known
109974,Karnataka,2004,Causes,Other Prolonged Illness,Male,30-44,562,Sickness
109975,Karnataka,2004,Causes,Suspected/Illicit Relation,Male,30-44,19,Relation Troubles
109977,Karnataka,2004,Causes,Drug Abuse/Addiction,Male,30-44,14,Drug Abuse/Addiction
109979,Karnataka,2004,Causes,Illness (Aids/STD),Male,30-44,27,Sickness
109980,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,30-44,3,Relation Troubles
109981,Karnataka,2004,Causes,Family Problems,Male,30-44,430,Relation Troubles
109982,Karnataka,2004,Causes,Poverty,Male,30-44,139,Financial issues
109983,Karnataka,2004,Causes,Failure in Examination,Male,30-44,7,Pressures of Society
109984,Karnataka,2004,Causes,Other Causes (Please Specity),Male,30-44,588,Others Causes
109985,Karnataka,2004,Causes,Professional/Career Problem,Male,30-44,20,Financial issues
109986,Karnataka,2004,Causes,Fall in Social Reputation,Male,30-44,22,Pressures of Society
109987,Karnataka,2004,Causes,Unemployment,Male,30-44,35,Financial issues
109989,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Male,30-44,68,Financial issues
109990,Karnataka,2004,Causes,Paralysis,Male,30-44,7,Sickness
109992,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Male,30-44,21,Relation Troubles
109993,Karnataka,2004,Causes,Property Dispute,Male,30-44,28,Financial issues
109994,Karnataka,2004,Causes,Death of Dear Person,Male,30-44,9,Relation Troubles
109996,Karnataka,2004,Causes,Cancer,Male,30-44,20,Sickness
109997,Karnataka,2004,Causes,Insanity/Mental Illness,Male,30-44,127,Sickness
109999,Karnataka,2004,Causes,Other Prolonged Illness,Female,45-59,165,Sickness
110000,Karnataka,2004,Causes,Insanity/Mental Illness,Female,45-59,39,Sickness
110001,Karnataka,2004,Causes,Paralysis,Female,45-59,1,Sickness
110004,Karnataka,2004,Causes,Illness (Aids/STD),Female,45-59,1,Sickness
110005,Karnataka,2004,Causes,Unemployment,Female,45-59,1,Financial issues
110007,Karnataka,2004,Causes,Causes Not known,Female,45-59,110,Causes Not known
110008,Karnataka,2004,Causes,Other Causes (Please Specity),Female,45-59,170,Others Causes
110010,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Female,45-59,4,Financial issues
110012,Karnataka,2004,Causes,Death of Dear Person,Female,45-59,2,Relation Troubles
110013,Karnataka,2004,Causes,Family Problems,Female,45-59,71,Relation Troubles
110014,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Female,45-59,3,Relation Troubles
110016,Karnataka,2004,Causes,Cancer,Female,45-59,1,Sickness
110018,Karnataka,2004,Causes,Failure in Examination,Female,45-59,2,Pressures of Society
110020,Karnataka,2004,Causes,Poverty,Female,45-59,27,Financial issues
110025,Karnataka,2004,Causes,Drug Abuse/Addiction,Male,45-59,15,Drug Abuse/Addiction
110027,Karnataka,2004,Causes,Paralysis,Male,45-59,2,Sickness
110028,Karnataka,2004,Causes,Causes Not known,Male,45-59,509,Causes Not known
110029,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Male,45-59,73,Financial issues
110030,Karnataka,2004,Causes,Fall in Social Reputation,Male,45-59,4,Pressures of Society
110031,Karnataka,2004,Causes,Suspected/Illicit Relation,Male,45-59,5,Relation Troubles
110032,Karnataka,2004,Causes,Death of Dear Person,Male,45-59,7,Relation Troubles
110033,Karnataka,2004,Causes,Insanity/Mental Illness,Male,45-59,79,Sickness
110034,Karnataka,2004,Causes,Other Prolonged Illness,Male,45-59,415,Sickness
110035,Karnataka,2004,Causes,Unemployment,Male,45-59,19,Financial issues
110036,Karnataka,2004,Causes,Family Problems,Male,45-59,237,Relation Troubles
110037,Karnataka,2004,Causes,Cancer,Male,45-59,10,Sickness
110039,Karnataka,2004,Causes,Property Dispute,Male,45-59,11,Financial issues
110041,Karnataka,2004,Causes,Professional/Career Problem,Male,45-59,3,Financial issues
110042,Karnataka,2004,Causes,Cancellation/Non-Settlement of Marriage,Male,45-59,1,Relation Troubles
110043,Karnataka,2004,Causes,Failure in Examination,Male,45-59,4,Pressures of Society
110044,Karnataka,2004,Causes,Illness (Aids/STD),Male,45-59,4,Sickness
110046,Karnataka,2004,Causes,Poverty,Male,45-59,104,Financial issues
110047,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Male,45-59,7,Relation Troubles
110049,Karnataka,2004,Causes,Other Causes (Please Specity),Male,45-59,353,Others Causes
110052,Karnataka,2004,Causes,Causes Not known,Female,60+,50,Causes Not known
110057,Karnataka,2004,Causes,Death of Dear Person,Female,60+,4,Relation Troubles
110058,Karnataka,2004,Causes,Family Problems,Female,60+,25,Relation Troubles
110059,Karnataka,2004,Causes,Paralysis,Female,60+,6,Sickness
110061,Karnataka,2004,Causes,Poverty,Female,60+,11,Financial issues
110063,Karnataka,2004,Causes,Insanity/Mental Illness,Female,60+,19,Sickness
110068,Karnataka,2004,Causes,Other Prolonged Illness,Female,60+,89,Sickness
110072,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Female,60+,1,Financial issues
110074,Karnataka,2004,Causes,Cancer,Female,60+,2,Sickness
110075,Karnataka,2004,Causes,Other Causes (Please Specity),Female,60+,50,Others Causes
110077,Karnataka,2004,Causes,Not having Children(Barrenness/Impotency,Male,60+,2,Relation Troubles
110078,Karnataka,2004,Causes,Death of Dear Person,Male,60+,3,Relation Troubles
110079,Karnataka,2004,Causes,Paralysis,Male,60+,11,Sickness
110081,Karnataka,2004,Causes,Causes Not known,Male,60+,211,Causes Not known
110088,Karnataka,2004,Causes,Drug Abuse/Addiction,Male,60+,4,Drug Abuse/Addiction
110090,Karnataka,2004,Causes,Family Problems,Male,60+,56,Relation Troubles
110091,Karnataka,2004,Causes,Cancer,Male,60+,9,Sickness
110092,Karnataka,2004,Causes,Other Prolonged Illness,Male,60+,220,Sickness
110094,Karnataka,2004,Causes,Insanity/Mental Illness,Male,60+,37,Sickness
110096,Karnataka,2004,Causes,Illness (Aids/STD),Male,60+,1,Sickness
110097,Karnataka,2004,Causes,Other Causes (Please Specity),Male,60+,141,Others Causes
110099,Karnataka,2004,Causes,Poverty,Male,60+,38,Financial issues
110101,Karnataka,2004,Causes,Bankruptcy or Sudden change in Economic,Male,60+,7,Financial issues
110409,Karnataka,2005,Causes,Other Causes (Please Specity),Female,0-14,38,Others Causes
110411,Karnataka,2005,Causes,Poverty,Female,0-14,1,Financial issues
110417,Karnataka,2005,Causes,Failure in Examination,Female,0-14,6,Pressures of Society
110423,Karnataka,2005,Causes,Insanity/Mental Illness,Female,0-14,3,Sickness
110430,Karnataka,2005,Causes,Other Prolonged Illness,Female,0-14,16,Sickness
110431,Karnataka,2005,Causes,Causes Not known,Female,0-14,15,Causes Not known
110432,Karnataka,2005,Causes,Family Problems,Female,0-14,8,Relation Troubles
110434,Karnataka,2005,Causes,Causes Not known,Male,0-14,22,Causes Not known
110439,Karnataka,2005,Causes,Insanity/Mental Illness,Male,0-14,2,Sickness
110443,Karnataka,2005,Causes,Family Problems,Male,0-14,12,Relation Troubles
110444,Karnataka,2005,Causes,Other Causes (Please Specity),Male,0-14,47,Others Causes
110447,Karnataka,2005,Causes,Other Prolonged Illness,Male,0-14,12,Sickness
110450,Karnataka,2005,Causes,Ideological Causes/Hero Worshipping,Male,0-14,1,Pressures of Society
110455,Karnataka,2005,Causes,Poverty,Male,0-14,1,Financial issues
110458,Karnataka,2005,Causes,Failure in Examination,Male,0-14,7,Pressures of Society
110460,Karnataka,2005,Causes,Divorce,Female,15-29,1,Relation Troubles
110461,Karnataka,2005,Causes,Dowry Dispute,Female,15-29,34,Relation Troubles
110462,Karnataka,2005,Causes,Other Causes (Please Specity),Female,15-29,412,Others Causes
110463,Karnataka,2005,Causes,Failure in Examination,Female,15-29,49,Pressures of Society
110464,Karnataka,2005,Causes,Unemployment,Female,15-29,6,Financial issues
110465,Karnataka,2005,Causes,Poverty,Female,15-29,25,Financial issues
110466,Karnataka,2005,Causes,Family Problems,Female,15-29,211,Relation Troubles
110467,Karnataka,2005,Causes,Drug Abuse/Addiction,Female,15-29,1,Drug Abuse/Addiction
110468,Karnataka,2005,Causes,Ideological Causes/Hero Worshipping,Female,15-29,7,Pressures of Society
110469,Karnataka,2005,Causes,Not having Children(Barrenness/Impotency,Female,15-29,30,Relation Troubles
110470,Karnataka,2005,Causes,Other Prolonged Illness,Female,15-29,368,Sickness
110471,Karnataka,2005,Causes,Insanity/Mental Illness,Female,15-29,85,Sickness
110472,Karnataka,2005,Causes,Illness (Aids/STD),Female,15-29,3,Sickness
110473,Karnataka,2005,Causes,Bankruptcy or Sudden change in Economic,Female,15-29,2,Financial issues
110474,Karnataka,2005,Causes,Love Affairs,Female,15-29,30,Relation Troubles
110475,Karnataka,2005,Causes,Suspected/Illicit Relation,Female,15-29,10,Relation Troubles
110476,Karnataka,2005,Causes,Paralysis,Female,15-29,5,Sickness
110477,Karnataka,2005,Causes,Cancellation/Non-Settlement of Marriage,Female,15-29,11,Relation Troubles
110478,Karnataka,2005,Causes,Physical Abuse (Rape/Incest Etc.),Female,15-29,1,Physical Abuse (Rape/Incest Etc.)
110479,Karnataka,2005,Causes,Fall in Social Reputation,Female,15-29,1,Pressures of Society
110480,Karnataka,2005,Causes,Professional/Career Problem,Female,15-29,5,Financial issues
110481,Karnataka,2005,Causes,Cancer,Female,15-29,1,Sickness
110482,Karnataka,2005,Causes,Death of Dear Person,Female,15-29,11,Relation Troubles
110483,Karnataka,2005,Causes,Property Dispute,Female,15-29,4,Financial issues
110484,Karnataka,2005,Causes,Causes Not known,Female,15-29,300,Causes Not known
110485,Karnataka,2005,Causes,Illegitimate Pregnancy,Female,15-29,1,Relation Troubles
