,State,Year,Categories,Age_group,Total
5874,Kerala,2012,Causes Not known,15-29,244
5875,Kerala,2012,Causes Not known,30-44,292
5876,Kerala,2012,Causes Not known,45-59,328
5877,Kerala,2012,Causes Not known,60+,192
5878,Kerala,2012,Drug Abuse/Addiction,15-29,34
5879,Kerala,2012,Drug Abuse/Addiction,30-44,83
5880,Kerala,2012,Drug Abuse/Addiction,45-59,106
5881,Kerala,2012,Drug Abuse/Addiction,60+,52
5882,Kerala,2012,Financial issues,0-14,1
5883,Kerala,2012,Financial issues,15-29,35
5884,Kerala,2012,Financial issues,30-44,138
5885,Kerala,2012,Financial issues,45-59,163
5886,Kerala,2012,Financial issues,60+,47
5887,Kerala,2012,Others Causes,0-14,3
5888,Kerala,2012,Others Causes,15-29,84
5889,Kerala,2012,Others Causes,30-44,100
5890,Kerala,2012,Others Causes,45-59,95
5891,Kerala,2012,Others Causes,60+,57
5892,Kerala,2012,Physical Abuse (Rape/Incest Etc.),30-44,8
5893,Kerala,2012,Physical Abuse (Rape/Incest Etc.),45-59,2
5894,Kerala,2012,Pressures of Society,0-14,8
5895,Kerala,2012,Pressures of Society,15-29,30
5896,Kerala,2012,Pressures of Society,30-44,24
5897,Kerala,2012,Pressures of Society,45-59,21
5898,Kerala,2012,Pressures of Society,60+,2
5899,Kerala,2012,Relation Troubles,0-14,34
5900,Kerala,2012,Relation Troubles,15-29,812
5901,Kerala,2012,Relation Troubles,30-44,1314
5902,Kerala,2012,Relation Troubles,45-59,1331
5903,Kerala,2012,Relation Troubles,60+,608
5904,Kerala,2012,Sickness,0-14,3
5905,Kerala,2012,Sickness,15-29,256
5906,Kerala,2012,Sickness,30-44,547
5907,Kerala,2012,Sickness,45-59,745
5908,Kerala,2012,Sickness,60+,679
5909,Lakshadweep,2003,Relation Troubles,15-29,1
5910,Lakshadweep,2003,Sickness,60+,1
5911,Lakshadweep,2006,Sickness,15-29,1
5912,Lakshadweep,2006,Sickness,30-44,1
5913,Lakshadweep,2007,Causes Not known,30-44,1
5914,Lakshadweep,2007,Causes Not known,45-59,2
5915,Lakshadweep,2009,Sickness,30-44,1
5916,Lakshadweep,2010,Sickness,30-44,1
5917,Lakshadweep,2012,Sickness,30-44,1
5918,Madhya Pradesh,2001,Causes Not known,0-14,142
5919,Madhya Pradesh,2001,Causes Not known,15-29,965
5920,Madhya Pradesh,2001,Causes Not known,30-44,629
5921,Madhya Pradesh,2001,Causes Not known,45-59,307
5922,Madhya Pradesh,2001,Causes Not known,60+,150
5923,Madhya Pradesh,2001,Drug Abuse/Addiction,15-29,36
5924,Madhya Pradesh,2001,Drug Abuse/Addiction,30-44,46
5925,Madhya Pradesh,2001,Drug Abuse/Addiction,45-59,22
5926,Madhya Pradesh,2001,Drug Abuse/Addiction,60+,5
5927,Madhya Pradesh,2001,Financial issues,0-14,3
5928,Madhya Pradesh,2001,Financial issues,15-29,186
5929,Madhya Pradesh,2001,Financial issues,30-44,123
5930,Madhya Pradesh,2001,Financial issues,45-59,52
5931,Madhya Pradesh,2001,Financial issues,60+,30
5932,Madhya Pradesh,2001,Others Causes,0-14,22
5933,Madhya Pradesh,2001,Others Causes,15-29,150
5934,Madhya Pradesh,2001,Others Causes,30-44,127
5935,Madhya Pradesh,2001,Others Causes,45-59,80
5936,Madhya Pradesh,2001,Others Causes,60+,63
5937,Madhya Pradesh,2001,Physical Abuse (Rape/Incest Etc.),0-14,4
5938,Madhya Pradesh,2001,Physical Abuse (Rape/Incest Etc.),15-29,63
5939,Madhya Pradesh,2001,Physical Abuse (Rape/Incest Etc.),30-44,28
5940,Madhya Pradesh,2001,Physical Abuse (Rape/Incest Etc.),45-59,10
5941,Madhya Pradesh,2001,Physical Abuse (Rape/Incest Etc.),60+,3
5942,Madhya Pradesh,2001,Pressures of Society,0-14,32
5943,Madhya Pradesh,2001,Pressures of Society,15-29,120
5944,Madhya Pradesh,2001,Pressures of Society,30-44,39
5945,Madhya Pradesh,2001,Pressures of Society,45-59,24
5946,Madhya Pradesh,2001,Pressures of Society,60+,10
5947,Madhya Pradesh,2001,Relation Troubles,0-14,25
5948,Madhya Pradesh,2001,Relation Troubles,15-29,1464
5949,Madhya Pradesh,2001,Relation Troubles,30-44,648
5950,Madhya Pradesh,2001,Relation Troubles,45-59,218
5951,Madhya Pradesh,2001,Relation Troubles,60+,86
5952,Madhya Pradesh,2001,Sickness,0-14,17
5953,Madhya Pradesh,2001,Sickness,15-29,351
5954,Madhya Pradesh,2001,Sickness,30-44,301
5955,Madhya Pradesh,2001,Sickness,45-59,175
5956,Madhya Pradesh,2001,Sickness,60+,104
5957,Madhya Pradesh,2002,Causes Not known,0-14,75
5958,Madhya Pradesh,2002,Causes Not known,15-29,756
5959,Madhya Pradesh,2002,Causes Not known,30-44,436
5960,Madhya Pradesh,2002,Causes Not known,45-59,239
5961,Madhya Pradesh,2002,Causes Not known,60+,101
5962,Madhya Pradesh,2002,Drug Abuse/Addiction,15-29,33
5963,Madhya Pradesh,2002,Drug Abuse/Addiction,30-44,48
5964,Madhya Pradesh,2002,Drug Abuse/Addiction,45-59,20
5965,Madhya Pradesh,2002,Drug Abuse/Addiction,60+,6
5966,Madhya Pradesh,2002,Financial issues,15-29,210
5967,Madhya Pradesh,2002,Financial issues,30-44,163
5968,Madhya Pradesh,2002,Financial issues,45-59,89
5969,Madhya Pradesh,2002,Financial issues,60+,36
5970,Madhya Pradesh,2002,Others Causes,0-14,29
5971,Madhya Pradesh,2002,Others Causes,15-29,184
5972,Madhya Pradesh,2002,Others Causes,30-44,148
5973,Madhya Pradesh,2002,Others Causes,45-59,65
5974,Madhya Pradesh,2002,Others Causes,60+,30
5975,Madhya Pradesh,2002,Physical Abuse (Rape/Incest Etc.),0-14,2
5976,Madhya Pradesh,2002,Physical Abuse (Rape/Incest Etc.),15-29,70
5977,Madhya Pradesh,2002,Physical Abuse (Rape/Incest Etc.),30-44,33
5978,Madhya Pradesh,2002,Physical Abuse (Rape/Incest Etc.),45-59,14
5979,Madhya Pradesh,2002,Physical Abuse (Rape/Incest Etc.),60+,3
5980,Madhya Pradesh,2002,Pressures of Society,0-14,27
5981,Madhya Pradesh,2002,Pressures of Society,15-29,147
5982,Madhya Pradesh,2002,Pressures of Society,30-44,40
5983,Madhya Pradesh,2002,Pressures of Society,45-59,22
5984,Madhya Pradesh,2002,Pressures of Society,60+,5
5985,Madhya Pradesh,2002,Relation Troubles,0-14,31
5986,Madhya Pradesh,2002,Relation Troubles,15-29,1539
5987,Madhya Pradesh,2002,Relation Troubles,30-44,722
5988,Madhya Pradesh,2002,Relation Troubles,45-59,275
5989,Madhya Pradesh,2002,Relation Troubles,60+,78
5990,Madhya Pradesh,2002,Sickness,0-14,18
5991,Madhya Pradesh,2002,Sickness,15-29,381
5992,Madhya Pradesh,2002,Sickness,30-44,389
5993,Madhya Pradesh,2002,Sickness,45-59,251
5994,Madhya Pradesh,2002,Sickness,60+,184
5995,Madhya Pradesh,2003,Causes Not known,0-14,71
5996,Madhya Pradesh,2003,Causes Not known,15-29,777
5997,Madhya Pradesh,2003,Causes Not known,30-44,501
5998,Madhya Pradesh,2003,Causes Not known,45-59,237
5999,Madhya Pradesh,2003,Causes Not known,60+,95
6000,Madhya Pradesh,2003,Drug Abuse/Addiction,15-29,37
6001,Madhya Pradesh,2003,Drug Abuse/Addiction,30-44,59
6002,Madhya Pradesh,2003,Drug Abuse/Addiction,45-59,17
6003,Madhya Pradesh,2003,Drug Abuse/Addiction,60+,3
6004,Madhya Pradesh,2003,Financial issues,0-14,1
6005,Madhya Pradesh,2003,Financial issues,15-29,232
6006,Madhya Pradesh,2003,Financial issues,30-44,169
6007,Madhya Pradesh,2003,Financial issues,45-59,88
6008,Madhya Pradesh,2003,Financial issues,60+,37
6009,Madhya Pradesh,2003,Others Causes,0-14,17
6010,Madhya Pradesh,2003,Others Causes,15-29,112
6011,Madhya Pradesh,2003,Others Causes,30-44,103
6012,Madhya Pradesh,2003,Others Causes,45-59,37
6013,Madhya Pradesh,2003,Others Causes,60+,28
6014,Madhya Pradesh,2003,Physical Abuse (Rape/Incest Etc.),0-14,6
6015,Madhya Pradesh,2003,Physical Abuse (Rape/Incest Etc.),15-29,85
6016,Madhya Pradesh,2003,Physical Abuse (Rape/Incest Etc.),30-44,37
6017,Madhya Pradesh,2003,Physical Abuse (Rape/Incest Etc.),45-59,18
6018,Madhya Pradesh,2003,Physical Abuse (Rape/Incest Etc.),60+,17
6019,Madhya Pradesh,2003,Pressures of Society,0-14,23
6020,Madhya Pradesh,2003,Pressures of Society,15-29,131
6021,Madhya Pradesh,2003,Pressures of Society,30-44,52
6022,Madhya Pradesh,2003,Pressures of Society,45-59,26
6023,Madhya Pradesh,2003,Pressures of Society,60+,8
6024,Madhya Pradesh,2003,Relation Troubles,0-14,30
6025,Madhya Pradesh,2003,Relation Troubles,15-29,1500
6026,Madhya Pradesh,2003,Relation Troubles,30-44,766
6027,Madhya Pradesh,2003,Relation Troubles,45-59,233
6028,Madhya Pradesh,2003,Relation Troubles,60+,84
6029,Madhya Pradesh,2003,Sickness,0-14,35
6030,Madhya Pradesh,2003,Sickness,15-29,384
6031,Madhya Pradesh,2003,Sickness,30-44,387
6032,Madhya Pradesh,2003,Sickness,45-59,181
6033,Madhya Pradesh,2003,Sickness,60+,138
6034,Madhya Pradesh,2004,Causes Not known,0-14,100
6035,Madhya Pradesh,2004,Causes Not known,15-29,870
6036,Madhya Pradesh,2004,Causes Not known,30-44,618
6037,Madhya Pradesh,2004,Causes Not known,45-59,230
6038,Madhya Pradesh,2004,Causes Not known,60+,137
6039,Madhya Pradesh,2004,Drug Abuse/Addiction,0-14,1
6040,Madhya Pradesh,2004,Drug Abuse/Addiction,15-29,44
6041,Madhya Pradesh,2004,Drug Abuse/Addiction,30-44,55
6042,Madhya Pradesh,2004,Drug Abuse/Addiction,45-59,35
6043,Madhya Pradesh,2004,Drug Abuse/Addiction,60+,9
6044,Madhya Pradesh,2004,Financial issues,0-14,5
6045,Madhya Pradesh,2004,Financial issues,15-29,150
6046,Madhya Pradesh,2004,Financial issues,30-44,179
6047,Madhya Pradesh,2004,Financial issues,45-59,94
6048,Madhya Pradesh,2004,Financial issues,60+,59
6049,Madhya Pradesh,2004,Others Causes,0-14,36
6050,Madhya Pradesh,2004,Others Causes,15-29,150
6051,Madhya Pradesh,2004,Others Causes,30-44,127
6052,Madhya Pradesh,2004,Others Causes,45-59,52
6053,Madhya Pradesh,2004,Others Causes,60+,28
6054,Madhya Pradesh,2004,Physical Abuse (Rape/Incest Etc.),15-29,51
6055,Madhya Pradesh,2004,Physical Abuse (Rape/Incest Etc.),30-44,37
6056,Madhya Pradesh,2004,Physical Abuse (Rape/Incest Etc.),45-59,15
6057,Madhya Pradesh,2004,Physical Abuse (Rape/Incest Etc.),60+,11
6058,Madhya Pradesh,2004,Pressures of Society,0-14,20
6059,Madhya Pradesh,2004,Pressures of Society,15-29,104
6060,Madhya Pradesh,2004,Pressures of Society,30-44,30
6061,Madhya Pradesh,2004,Pressures of Society,45-59,11
6062,Madhya Pradesh,2004,Pressures of Society,60+,5
6063,Madhya Pradesh,2004,Relation Troubles,0-14,37
6064,Madhya Pradesh,2004,Relation Troubles,15-29,1382
6065,Madhya Pradesh,2004,Relation Troubles,30-44,577
6066,Madhya Pradesh,2004,Relation Troubles,45-59,262
6067,Madhya Pradesh,2004,Relation Troubles,60+,106
6068,Madhya Pradesh,2004,Sickness,0-14,20
6069,Madhya Pradesh,2004,Sickness,15-29,410
6070,Madhya Pradesh,2004,Sickness,30-44,398
6071,Madhya Pradesh,2004,Sickness,45-59,217
6072,Madhya Pradesh,2004,Sickness,60+,123
6073,Madhya Pradesh,2005,Causes Not known,0-14,73
6074,Madhya Pradesh,2005,Causes Not known,15-29,653
6075,Madhya Pradesh,2005,Causes Not known,30-44,468
6076,Madhya Pradesh,2005,Causes Not known,45-59,190
6077,Madhya Pradesh,2005,Causes Not known,60+,94
6078,Madhya Pradesh,2005,Drug Abuse/Addiction,15-29,34
6079,Madhya Pradesh,2005,Drug Abuse/Addiction,30-44,46
6080,Madhya Pradesh,2005,Drug Abuse/Addiction,45-59,28
6081,Madhya Pradesh,2005,Drug Abuse/Addiction,60+,2
6082,Madhya Pradesh,2005,Financial issues,0-14,2
6083,Madhya Pradesh,2005,Financial issues,15-29,73
6084,Madhya Pradesh,2005,Financial issues,30-44,85
6085,Madhya Pradesh,2005,Financial issues,45-59,42
6086,Madhya Pradesh,2005,Financial issues,60+,12
6087,Madhya Pradesh,2005,Others Causes,0-14,29
6088,Madhya Pradesh,2005,Others Causes,15-29,254
6089,Madhya Pradesh,2005,Others Causes,30-44,162
6090,Madhya Pradesh,2005,Others Causes,45-59,59
6091,Madhya Pradesh,2005,Others Causes,60+,29
6092,Madhya Pradesh,2005,Physical Abuse (Rape/Incest Etc.),0-14,2
6093,Madhya Pradesh,2005,Physical Abuse (Rape/Incest Etc.),15-29,40
6094,Madhya Pradesh,2005,Physical Abuse (Rape/Incest Etc.),30-44,13
6095,Madhya Pradesh,2005,Pressures of Society,0-14,14
6096,Madhya Pradesh,2005,Pressures of Society,15-29,105
6097,Madhya Pradesh,2005,Pressures of Society,30-44,25
6098,Madhya Pradesh,2005,Pressures of Society,45-59,13
6099,Madhya Pradesh,2005,Pressures of Society,60+,1
6100,Madhya Pradesh,2005,Relation Troubles,0-14,17
6101,Madhya Pradesh,2005,Relation Troubles,15-29,1173
6102,Madhya Pradesh,2005,Relation Troubles,30-44,509
6103,Madhya Pradesh,2005,Relation Troubles,45-59,174
6104,Madhya Pradesh,2005,Relation Troubles,60+,47
6105,Madhya Pradesh,2005,Sickness,0-14,24
6106,Madhya Pradesh,2005,Sickness,15-29,319
6107,Madhya Pradesh,2005,Sickness,30-44,325
6108,Madhya Pradesh,2005,Sickness,45-59,178
6109,Madhya Pradesh,2005,Sickness,60+,134
6110,Madhya Pradesh,2006,Causes Not known,0-14,71
6111,Madhya Pradesh,2006,Causes Not known,15-29,632
6112,Madhya Pradesh,2006,Causes Not known,30-44,518
6113,Madhya Pradesh,2006,Causes Not known,45-59,232
6114,Madhya Pradesh,2006,Causes Not known,60+,70
6115,Madhya Pradesh,2006,Drug Abuse/Addiction,15-29,22
6116,Madhya Pradesh,2006,Drug Abuse/Addiction,30-44,62
6117,Madhya Pradesh,2006,Drug Abuse/Addiction,45-59,37
6118,Madhya Pradesh,2006,Drug Abuse/Addiction,60+,11
6119,Madhya Pradesh,2006,Financial issues,0-14,1
6120,Madhya Pradesh,2006,Financial issues,15-29,67
6121,Madhya Pradesh,2006,Financial issues,30-44,117
6122,Madhya Pradesh,2006,Financial issues,45-59,84
6123,Madhya Pradesh,2006,Financial issues,60+,23
6124,Madhya Pradesh,2006,Others Causes,0-14,27
6125,Madhya Pradesh,2006,Others Causes,15-29,240
6126,Madhya Pradesh,2006,Others Causes,30-44,283
6127,Madhya Pradesh,2006,Others Causes,45-59,135
6128,Madhya Pradesh,2006,Others Causes,60+,33
6129,Madhya Pradesh,2006,Physical Abuse (Rape/Incest Etc.),0-14,3
6130,Madhya Pradesh,2006,Physical Abuse (Rape/Incest Etc.),15-29,57
6131,Madhya Pradesh,2006,Physical Abuse (Rape/Incest Etc.),30-44,34
6132,Madhya Pradesh,2006,Physical Abuse (Rape/Incest Etc.),45-59,12
6133,Madhya Pradesh,2006,Physical Abuse (Rape/Incest Etc.),60+,1
6134,Madhya Pradesh,2006,Pressures of Society,0-14,27
6135,Madhya Pradesh,2006,Pressures of Society,15-29,156
6136,Madhya Pradesh,2006,Pressures of Society,30-44,56
6137,Madhya Pradesh,2006,Pressures of Society,45-59,23
6138,Madhya Pradesh,2006,Pressures of Society,60+,15
6139,Madhya Pradesh,2006,Relation Troubles,0-14,34
6140,Madhya Pradesh,2006,Relation Troubles,15-29,1214
6141,Madhya Pradesh,2006,Relation Troubles,30-44,710
6142,Madhya Pradesh,2006,Relation Troubles,45-59,242
6143,Madhya Pradesh,2006,Relation Troubles,60+,83
6144,Madhya Pradesh,2006,Sickness,0-14,16
6145,Madhya Pradesh,2006,Sickness,15-29,338
6146,Madhya Pradesh,2006,Sickness,30-44,337
6147,Madhya Pradesh,2006,Sickness,45-59,234
6148,Madhya Pradesh,2006,Sickness,60+,178
6149,Madhya Pradesh,2007,Causes Not known,0-14,90
6150,Madhya Pradesh,2007,Causes Not known,15-29,790
6151,Madhya Pradesh,2007,Causes Not known,30-44,477
6152,Madhya Pradesh,2007,Causes Not known,45-59,292
6153,Madhya Pradesh,2007,Causes Not known,60+,101
6154,Madhya Pradesh,2007,Drug Abuse/Addiction,15-29,40
6155,Madhya Pradesh,2007,Drug Abuse/Addiction,30-44,56
6156,Madhya Pradesh,2007,Drug Abuse/Addiction,45-59,43
6157,Madhya Pradesh,2007,Drug Abuse/Addiction,60+,8
6158,Madhya Pradesh,2007,Financial issues,15-29,54
6159,Madhya Pradesh,2007,Financial issues,30-44,85
6160,Madhya Pradesh,2007,Financial issues,45-59,57
6161,Madhya Pradesh,2007,Financial issues,60+,12
6162,Madhya Pradesh,2007,Others Causes,0-14,50
6163,Madhya Pradesh,2007,Others Causes,15-29,284
6164,Madhya Pradesh,2007,Others Causes,30-44,235
6165,Madhya Pradesh,2007,Others Causes,45-59,85
6166,Madhya Pradesh,2007,Others Causes,60+,38
6167,Madhya Pradesh,2007,Physical Abuse (Rape/Incest Etc.),15-29,54
6168,Madhya Pradesh,2007,Physical Abuse (Rape/Incest Etc.),30-44,29
6169,Madhya Pradesh,2007,Physical Abuse (Rape/Incest Etc.),45-59,14
6170,Madhya Pradesh,2007,Physical Abuse (Rape/Incest Etc.),60+,2
6171,Madhya Pradesh,2007,Pressures of Society,0-14,13
6172,Madhya Pradesh,2007,Pressures of Society,15-29,108
6173,Madhya Pradesh,2007,Pressures of Society,30-44,36
6174,Madhya Pradesh,2007,Pressures of Society,45-59,14
6175,Madhya Pradesh,2007,Pressures of Society,60+,8
6176,Madhya Pradesh,2007,Relation Troubles,0-14,37
6177,Madhya Pradesh,2007,Relation Troubles,15-29,1311
6178,Madhya Pradesh,2007,Relation Troubles,30-44,632
6179,Madhya Pradesh,2007,Relation Troubles,45-59,204
6180,Madhya Pradesh,2007,Relation Troubles,60+,48
6181,Madhya Pradesh,2007,Sickness,0-14,15
6182,Madhya Pradesh,2007,Sickness,15-29,345
6183,Madhya Pradesh,2007,Sickness,30-44,302
6184,Madhya Pradesh,2007,Sickness,45-59,196
6185,Madhya Pradesh,2007,Sickness,60+,164
6186,Madhya Pradesh,2008,Causes Not known,0-14,71
6187,Madhya Pradesh,2008,Causes Not known,15-29,700
6188,Madhya Pradesh,2008,Causes Not known,30-44,580
6189,Madhya Pradesh,2008,Causes Not known,45-59,232
6190,Madhya Pradesh,2008,Causes Not known,60+,104
6191,Madhya Pradesh,2008,Drug Abuse/Addiction,15-29,79
6192,Madhya Pradesh,2008,Drug Abuse/Addiction,30-44,132
6193,Madhya Pradesh,2008,Drug Abuse/Addiction,45-59,81
6194,Madhya Pradesh,2008,Drug Abuse/Addiction,60+,21
6195,Madhya Pradesh,2008,Financial issues,15-29,132
6196,Madhya Pradesh,2008,Financial issues,30-44,211
6197,Madhya Pradesh,2008,Financial issues,45-59,124
6198,Madhya Pradesh,2008,Financial issues,60+,47
6199,Madhya Pradesh,2008,Others Causes,0-14,19
6200,Madhya Pradesh,2008,Others Causes,15-29,100
6201,Madhya Pradesh,2008,Others Causes,30-44,98
6202,Madhya Pradesh,2008,Others Causes,45-59,56
6203,Madhya Pradesh,2008,Others Causes,60+,11
6204,Madhya Pradesh,2008,Physical Abuse (Rape/Incest Etc.),0-14,3
6205,Madhya Pradesh,2008,Physical Abuse (Rape/Incest Etc.),15-29,78
6206,Madhya Pradesh,2008,Physical Abuse (Rape/Incest Etc.),30-44,53
6207,Madhya Pradesh,2008,Physical Abuse (Rape/Incest Etc.),45-59,5
6208,Madhya Pradesh,2008,Pressures of Society,0-14,12
6209,Madhya Pradesh,2008,Pressures of Society,15-29,250
6210,Madhya Pradesh,2008,Pressures of Society,30-44,23
6211,Madhya Pradesh,2008,Pressures of Society,45-59,15
6212,Madhya Pradesh,2008,Pressures of Society,60+,16
6213,Madhya Pradesh,2008,Relation Troubles,0-14,19
6214,Madhya Pradesh,2008,Relation Troubles,15-29,1671
6215,Madhya Pradesh,2008,Relation Troubles,30-44,930
6216,Madhya Pradesh,2008,Relation Troubles,45-59,312
6217,Madhya Pradesh,2008,Relation Troubles,60+,64
6218,Madhya Pradesh,2008,Sickness,0-14,31
6219,Madhya Pradesh,2008,Sickness,15-29,415
6220,Madhya Pradesh,2008,Sickness,30-44,419
6221,Madhya Pradesh,2008,Sickness,45-59,295
6222,Madhya Pradesh,2008,Sickness,60+,220
6223,Madhya Pradesh,2009,Causes Not known,0-14,110
6224,Madhya Pradesh,2009,Causes Not known,15-29,804
6225,Madhya Pradesh,2009,Causes Not known,30-44,604
6226,Madhya Pradesh,2009,Causes Not known,45-59,353
6227,Madhya Pradesh,2009,Causes Not known,60+,109
6228,Madhya Pradesh,2009,Drug Abuse/Addiction,0-14,1
6229,Madhya Pradesh,2009,Drug Abuse/Addiction,15-29,69
6230,Madhya Pradesh,2009,Drug Abuse/Addiction,30-44,105
6231,Madhya Pradesh,2009,Drug Abuse/Addiction,45-59,79
6232,Madhya Pradesh,2009,Drug Abuse/Addiction,60+,14
6233,Madhya Pradesh,2009,Financial issues,0-14,1
6234,Madhya Pradesh,2009,Financial issues,15-29,137
6235,Madhya Pradesh,2009,Financial issues,30-44,233
6236,Madhya Pradesh,2009,Financial issues,45-59,145
6237,Madhya Pradesh,2009,Financial issues,60+,39
6238,Madhya Pradesh,2009,Others Causes,0-14,288
6239,Madhya Pradesh,2009,Others Causes,15-29,638
6240,Madhya Pradesh,2009,Others Causes,30-44,508
6241,Madhya Pradesh,2009,Others Causes,45-59,370
6242,Madhya Pradesh,2009,Others Causes,60+,109
6243,Madhya Pradesh,2009,Physical Abuse (Rape/Incest Etc.),0-14,5
6244,Madhya Pradesh,2009,Physical Abuse (Rape/Incest Etc.),15-29,66
6245,Madhya Pradesh,2009,Physical Abuse (Rape/Incest Etc.),30-44,36
6246,Madhya Pradesh,2009,Physical Abuse (Rape/Incest Etc.),45-59,10
6247,Madhya Pradesh,2009,Physical Abuse (Rape/Incest Etc.),60+,1
6248,Madhya Pradesh,2009,Pressures of Society,0-14,29
6249,Madhya Pradesh,2009,Pressures of Society,15-29,186
6250,Madhya Pradesh,2009,Pressures of Society,30-44,44
6251,Madhya Pradesh,2009,Pressures of Society,45-59,12
6252,Madhya Pradesh,2009,Pressures of Society,60+,16
6253,Madhya Pradesh,2009,Relation Troubles,0-14,39
6254,Madhya Pradesh,2009,Relation Troubles,15-29,1559
6255,Madhya Pradesh,2009,Relation Troubles,30-44,796
6256,Madhya Pradesh,2009,Relation Troubles,45-59,219
6257,Madhya Pradesh,2009,Relation Troubles,60+,74
6258,Madhya Pradesh,2009,Sickness,0-14,35
6259,Madhya Pradesh,2009,Sickness,15-29,395
6260,Madhya Pradesh,2009,Sickness,30-44,400
6261,Madhya Pradesh,2009,Sickness,45-59,276
6262,Madhya Pradesh,2009,Sickness,60+,199
6263,Madhya Pradesh,2010,Causes Not known,0-14,128
6264,Madhya Pradesh,2010,Causes Not known,15-29,889
6265,Madhya Pradesh,2010,Causes Not known,30-44,629
6266,Madhya Pradesh,2010,Causes Not known,45-59,350
6267,Madhya Pradesh,2010,Causes Not known,60+,167
6268,Madhya Pradesh,2010,Drug Abuse/Addiction,0-14,2
6269,Madhya Pradesh,2010,Drug Abuse/Addiction,15-29,94
6270,Madhya Pradesh,2010,Drug Abuse/Addiction,30-44,207
6271,Madhya Pradesh,2010,Drug Abuse/Addiction,45-59,132
6272,Madhya Pradesh,2010,Drug Abuse/Addiction,60+,41
